text,sentiment
ye bilkul pasand nhi aaya,negative
tu sabse best hai yaar 😭,positive
ye kya bakwaas hai 🤦,negative
love you guys ❤️,positive
tu sabse best hai yaar 😂,positive
class kab start hogi? bro,neutral
kal milte hain bhai? bro,neutral
mujhe notes bhejna 😡,neutral
bhot irritating ho yaar bro,negative
bahut bekaar scene tha 😭,negative
faltu baatein mt kar,negative
mazaq mat udao yaar,negative
hmm sahi bro,neutral
haan theek hai 😂,neutral
bhai awesome kaam kiya!,positive
aaj mood bht accha hai 😊 bro,positive
bahut bekaar scene tha 🤦,negative
bhot badhiya! bro,positive
chillana band kar 😭,negative
fir dekhte hain bhai,neutral
aaj mood bht accha hai 😊 🤦,positive
ok done 🤦,neutral
hmm sahi bhai,neutral
koi reply karega? yaar,neutral
ok done 😂,neutral
mast bro proud of you! 😂,positive
haan theek hai,neutral
thanks yaar!,positive
aaj mood bht accha hai 😊 😡,positive
faltu baatein mt kar 😂,negative
haan theek hai 😭,neutral
bhot badhiya!,positive
koi reply karega?,neutral
haan theek hai yaar,neutral
tu kidhar hai?,neutral
mujhe notes bhejna 😡,neutral
bahut bekaar scene tha 😡,negative
class kab start hogi? bhai,neutral
ok done 😡,neutral
mujhe notes bhejna yaar,neutral
aaj mood bht accha hai 😊,positive
bahut bekaar scene tha 😂,negative
tu kidhar hai? bhai,neutral
superb explanation bhai! 😡,positive
haan theek hai bro,neutral
superb explanation bhai! bhai,positive
ye kya bakwaas hai 😭,negative
ye bilkul pasand nhi aaya 😡,negative
koi reply karega? yaar,neutral
hmm sahi 🤦,neutral
aaj mood bht accha hai 😊 🤦,positive
acha theek 😭,neutral
love you guys ❤️ 😡,positive
tu sabse best hai yaar yaar,positive
kal milte hain bhai? 🤦,neutral
amazing experience! 😭,positive
mast bro proud of you! bro,positive
tu kidhar hai? bro,neutral
acha theek 😂,neutral
mazaq mat udao bhai,negative
bhot irritating ho yaar yaar,negative
koi reply karega? 😡,neutral
class kab start hogi? yaar,neutral
haan theek hai 😭,neutral
ok done 😂,neutral
ye kya bakwaas hai bro,negative
acha theek bro,neutral
acha theek bro,neutral
koi reply karega? bro,neutral
chillana band kar 😭,negative
superb explanation bhai! bro,positive
ok done yaar,neutral
mazaq mat udao 😭,negative
love you guys ❤️ bhai,positive
hmm sahi 😭,neutral
haan theek hai bhai,neutral
kal milte hain bhai? 😭,neutral
mast bro proud of you! bro,positive
mazaq mat udao 🤦,negative
ye kya bakwaas hai 🤦,negative
amazing experience! 😡,positive
bht gussa aa raha bhai,negative
tu kidhar hai? 😂,neutral
chillana band kar 🤦,negative
mazaq mat udao,negative
bhai awesome kaam kiya! yaar,positive
bht gussa aa raha,negative
koi reply karega? bhai,neutral
koi reply karega? 🤦,neutral
thanks yaar! 😭,positive
haan theek hai,neutral
class kab start hogi? bro,neutral
love you guys ❤️ yaar,positive
amazing experience! yaar,positive
tu sabse best hai yaar 😡,positive
ok done,neutral
superb explanation bhai! bro,positive
aaj mood bht accha hai 😊 😂,positive
bahut bekaar scene tha bhai,negative
koi reply karega? yaar,neutral
ye bilkul pasand nhi aaya bhai,negative
fir dekhte hain bhai,neutral
ye kya bakwaas hai yaar,negative
amazing experience!,positive
tu kidhar hai? 😡,neutral
thanks yaar! 😭,positive
love you guys ❤️ bro,positive
tu kidhar hai? 🤦,neutral
bahut bekaar scene tha 🤦,negative
bhai awesome kaam kiya!,positive
chillana band kar 😂,negative
tu kidhar hai?,neutral
koi reply karega? yaar,neutral
tu kidhar hai? bhai,neutral
tu sabse best hai yaar,positive
amazing experience! 😂,positive
bhai awesome kaam kiya!,positive
love you guys ❤️ 😡,positive
aaj mood bht accha hai 😊 😡,positive
chillana band kar bro,negative
thanks yaar! 🤦,positive
hmm sahi,neutral
ye kya bakwaas hai bhai,negative
mast bro proud of you! bhai,positive
thanks yaar! 😂,positive
bhai awesome kaam kiya! 😂,positive
superb explanation bhai!,positive
ye bilkul pasand nhi aaya 😭,negative
kal milte hain bhai? bhai,neutral
class kab start hogi? 😭,neutral
superb explanation bhai! 🤦,positive
amazing experience! bro,positive
haan theek hai yaar,neutral
bht gussa aa raha bro,negative
class kab start hogi? 😭,neutral
chillana band kar 😡,negative
ye kya bakwaas hai bhai,negative
class kab start hogi? yaar,neutral
ye bilkul pasand nhi aaya 🤦,negative
hmm sahi 😡,neutral
tu sabse best hai yaar 😂,positive
class kab start hogi? 🤦,neutral
faltu baatein mt kar 😡,negative
superb explanation bhai! 🤦,positive
mast bro proud of you! yaar,positive
class kab start hogi? 😂,neutral
superb explanation bhai! bhai,positive
ye kya bakwaas hai 🤦,negative
fir dekhte hain,neutral
bhai tu hadd karta hai 😭,negative
kal milte hain bhai? yaar,neutral
mast bro proud of you! bhai,positive
amazing experience! 😭,positive
bhot badhiya! bro,positive
superb explanation bhai! bhai,positive
mazaq mat udao,negative
hmm sahi 😂,neutral
bhai tu hadd karta hai 😭,negative
mast bro proud of you!,positive
haan theek hai 😡,neutral
mazaq mat udao 😂,negative
tu kidhar hai? bhai,neutral
bhot irritating ho yaar bro,negative
superb explanation bhai! 😭,positive
mujhe notes bhejna,neutral
bahut bekaar scene tha,negative
mazaq mat udao bhai,negative
mujhe notes bhejna bro,neutral
bht gussa aa raha yaar,negative
tu kidhar hai? 😡,neutral
bht gussa aa raha 😭,negative
bahut bekaar scene tha bro,negative
love you guys ❤️ bhai,positive
ok done,neutral
ok done bhai,neutral
mast bro proud of you! 🤦,positive
superb explanation bhai! 😂,positive
bhai awesome kaam kiya! yaar,positive
mast bro proud of you! 🤦,positive
chillana band kar 😡,negative
class kab start hogi? bhai,neutral
mujhe notes bhejna bhai,neutral
amazing experience! 😡,positive
mujhe notes bhejna 😂,neutral
fir dekhte hain 😂,neutral
class kab start hogi? 😡,neutral
fir dekhte hain,neutral
bhai awesome kaam kiya! bhai,positive
kal milte hain bhai? 😡,neutral
class kab start hogi? bhai,neutral
love you guys ❤️ bhai,positive
amazing experience! 😭,positive
tu sabse best hai yaar 😡,positive
tu sabse best hai yaar bro,positive
tu kidhar hai?,neutral
kal milte hain bhai? 😡,neutral
acha theek 😭,neutral
chillana band kar,negative
koi reply karega? yaar,neutral
class kab start hogi? yaar,neutral
class kab start hogi? yaar,neutral
aaj mood bht accha hai 😊 😡,positive
acha theek 🤦,neutral
hmm sahi 🤦,neutral
haan theek hai bhai,neutral
class kab start hogi? 🤦,neutral
faltu baatein mt kar bro,negative
amazing experience! 😂,positive
hmm sahi 🤦,neutral
tu sabse best hai yaar 🤦,positive
fir dekhte hain 😂,neutral
faltu baatein mt kar,negative
love you guys ❤️ 😡,positive
bhai awesome kaam kiya! yaar,positive
bhot badhiya! bhai,positive
thanks yaar! 😭,positive
hmm sahi,neutral
bahut bekaar scene tha 🤦,negative
bhot badhiya! yaar,positive
mujhe notes bhejna bhai,neutral
acha theek bhai,neutral
haan theek hai bro,neutral
bhai awesome kaam kiya! 😂,positive
haan theek hai yaar,neutral
class kab start hogi? bro,neutral
fir dekhte hain,neutral
chillana band kar yaar,negative
haan theek hai yaar,neutral
mazaq mat udao yaar,negative
tu sabse best hai yaar 😂,positive
class kab start hogi? yaar,neutral
hmm sahi bhai,neutral
class kab start hogi? 😭,neutral
bhot badhiya! 😡,positive
bhot badhiya! 🤦,positive
love you guys ❤️ bro,positive
fir dekhte hain yaar,neutral
mast bro proud of you!,positive
acha theek yaar,neutral
ye kya bakwaas hai bro,negative
mujhe notes bhejna 😂,neutral
love you guys ❤️ 😡,positive
ye bilkul pasand nhi aaya 😡,negative
hmm sahi bro,neutral
haan theek hai bhai,neutral
bahut bekaar scene tha bro,negative
mast bro proud of you! yaar,positive
bhot badhiya! 🤦,positive
tu sabse best hai yaar 😭,positive
bhai awesome kaam kiya! bro,positive
mazaq mat udao yaar,negative
class kab start hogi? bro,neutral
hmm sahi,neutral
fir dekhte hain 😡,neutral
faltu baatein mt kar 😭,negative
aaj mood bht accha hai 😊 😡,positive
ok done bro,neutral
acha theek yaar,neutral
love you guys ❤️ yaar,positive
koi reply karega?,neutral
haan theek hai,neutral
amazing experience! 🤦,positive
thanks yaar! yaar,positive
mazaq mat udao 😭,negative
ok done 😂,neutral
chillana band kar 😡,negative
hmm sahi 😡,neutral
tu kidhar hai? bhai,neutral
kal milte hain bhai? bro,neutral
bahut bekaar scene tha bro,negative
amazing experience! bro,positive
chillana band kar 🤦,negative
mast bro proud of you! bhai,positive
mast bro proud of you! yaar,positive
tu kidhar hai? bhai,neutral
bhai awesome kaam kiya! bro,positive
mast bro proud of you! bro,positive
superb explanation bhai! 😭,positive
chillana band kar 😡,negative
class kab start hogi? bro,neutral
bhot badhiya!,positive
ye kya bakwaas hai 😡,negative
fir dekhte hain bhai,neutral
hmm sahi 🤦,neutral
acha theek 😡,neutral
mujhe notes bhejna,neutral
thanks yaar! yaar,positive
bhai tu hadd karta hai 😂,negative
thanks yaar! 🤦,positive
tu kidhar hai?,neutral
mazaq mat udao 😭,negative
fir dekhte hain 😡,neutral
bhot irritating ho yaar bhai,negative
mazaq mat udao 🤦,negative
bahut bekaar scene tha bro,negative
aaj mood bht accha hai 😊 🤦,positive
koi reply karega? bhai,neutral
love you guys ❤️ bhai,positive
chillana band kar 😂,negative
kal milte hain bhai? 😡,neutral
ye kya bakwaas hai 🤦,negative
bahut bekaar scene tha 😡,negative
koi reply karega? 😂,neutral
amazing experience! bro,positive
bhot irritating ho yaar 😡,negative
amazing experience! yaar,positive
hmm sahi yaar,neutral
bhai awesome kaam kiya! bhai,positive
bhot irritating ho yaar yaar,negative
acha theek 🤦,neutral
fir dekhte hain bro,neutral
love you guys ❤️ bhai,positive
love you guys ❤️ yaar,positive
faltu baatein mt kar 😭,negative
fir dekhte hain bhai,neutral
bhai awesome kaam kiya! 🤦,positive
ok done 😡,neutral
mast bro proud of you! 😂,positive
bhot badhiya! 😡,positive
chillana band kar 😡,negative
mazaq mat udao yaar,negative
mazaq mat udao 😭,negative
ok done yaar,neutral
acha theek 🤦,neutral
bhai tu hadd karta hai 😭,negative
superb explanation bhai! yaar,positive
bhot badhiya! 🤦,positive
amazing experience! bhai,positive
mujhe notes bhejna 😂,neutral
superb explanation bhai! bhai,positive
bhot irritating ho yaar 😂,negative
superb explanation bhai! 🤦,positive
bht gussa aa raha,negative
bhai tu hadd karta hai 😡,negative
haan theek hai 😭,neutral
thanks yaar!,positive
tu sabse best hai yaar 🤦,positive
tu sabse best hai yaar yaar,positive
ye kya bakwaas hai yaar,negative
class kab start hogi? 😂,neutral
bht gussa aa raha yaar,negative
fir dekhte hain bro,neutral
acha theek 🤦,neutral
koi reply karega? 😭,neutral
ok done yaar,neutral
koi reply karega? bro,neutral
kal milte hain bhai? bro,neutral
bhot irritating ho yaar bro,negative
hmm sahi 😡,neutral
acha theek,neutral
bht gussa aa raha 😂,negative
mazaq mat udao bro,negative
ye kya bakwaas hai 🤦,negative
bhai tu hadd karta hai yaar,negative
ok done 😡,neutral
aaj mood bht accha hai 😊 🤦,positive
chillana band kar 😂,negative
tu sabse best hai yaar 🤦,positive
fir dekhte hain 😂,neutral
ye kya bakwaas hai bro,negative
hmm sahi yaar,neutral
bhai awesome kaam kiya! bhai,positive
bhot badhiya! bhai,positive
thanks yaar! bro,positive
amazing experience! 🤦,positive
mujhe notes bhejna bro,neutral
bahut bekaar scene tha 😭,negative
love you guys ❤️ 😡,positive
kal milte hain bhai? 😭,neutral
mazaq mat udao 😡,negative
bht gussa aa raha 😭,negative
bht gussa aa raha 🤦,negative
bhot irritating ho yaar 😂,negative
bht gussa aa raha 🤦,negative
haan theek hai yaar,neutral
bhai awesome kaam kiya!,positive
chillana band kar bhai,negative
bht gussa aa raha yaar,negative
fir dekhte hain bhai,neutral
ye bilkul pasand nhi aaya bro,negative
chillana band kar 🤦,negative
class kab start hogi? 🤦,neutral
chillana band kar yaar,negative
bht gussa aa raha,negative
fir dekhte hain bro,neutral
bahut bekaar scene tha 😡,negative
mast bro proud of you! 🤦,positive
faltu baatein mt kar bro,negative
tu kidhar hai? bro,neutral
bhai awesome kaam kiya! 😂,positive
hmm sahi,neutral
faltu baatein mt kar 😡,negative
bhai awesome kaam kiya! bro,positive
fir dekhte hain,neutral
mast bro proud of you! yaar,positive
chillana band kar 😭,negative
hmm sahi bhai,neutral
kal milte hain bhai? 😡,neutral
hmm sahi yaar,neutral
kal milte hain bhai? 😭,neutral
chillana band kar bhai,negative
haan theek hai,neutral
bahut bekaar scene tha,negative
kal milte hain bhai? yaar,neutral
thanks yaar!,positive
thanks yaar! 😂,positive
mazaq mat udao 😡,negative
ok done 🤦,neutral
ye bilkul pasand nhi aaya 🤦,negative
ok done 😡,neutral
bhai awesome kaam kiya! 😡,positive
bhot irritating ho yaar bro,negative
ye kya bakwaas hai 🤦,negative
bhai awesome kaam kiya! yaar,positive
kal milte hain bhai? yaar,neutral
koi reply karega? 😭,neutral
bhot badhiya! bhai,positive
acha theek,neutral
hmm sahi bro,neutral
mazaq mat udao 😭,negative
amazing experience! bhai,positive
acha theek,neutral
mujhe notes bhejna 😭,neutral
mazaq mat udao yaar,negative
koi reply karega? bhai,neutral
aaj mood bht accha hai 😊 🤦,positive
class kab start hogi? bro,neutral
class kab start hogi? bhai,neutral
mazaq mat udao yaar,negative
ye bilkul pasand nhi aaya 😭,negative
bhot irritating ho yaar 😂,negative
faltu baatein mt kar 😭,negative
fir dekhte hain 🤦,neutral
acha theek 😭,neutral
bhot badhiya!,positive
kal milte hain bhai?,neutral
class kab start hogi? bhai,neutral
tu kidhar hai? 😭,neutral
superb explanation bhai!,positive
kal milte hain bhai? 😡,neutral
koi reply karega? yaar,neutral
ye kya bakwaas hai yaar,negative
kal milte hain bhai? bhai,neutral
mujhe notes bhejna 😡,neutral
thanks yaar! 🤦,positive
kal milte hain bhai? yaar,neutral
superb explanation bhai! yaar,positive
chillana band kar bhai,negative
aaj mood bht accha hai 😊 bhai,positive
aaj mood bht accha hai 😊 bhai,positive
tu kidhar hai? bro,neutral
ok done bro,neutral
mujhe notes bhejna bro,neutral
bhot badhiya! bhai,positive
superb explanation bhai! 😡,positive
mast bro proud of you! 😂,positive
bhot badhiya! 😭,positive
chillana band kar,negative
mazaq mat udao,negative
bhot irritating ho yaar bro,negative
mazaq mat udao 😭,negative
acha theek 😡,neutral
love you guys ❤️,positive
mast bro proud of you! 😂,positive
chillana band kar yaar,negative
thanks yaar! bro,positive
chillana band kar,negative
superb explanation bhai! 😂,positive
tu kidhar hai? 🤦,neutral
mazaq mat udao,negative
ye kya bakwaas hai bhai,negative
tu kidhar hai? bhai,neutral
ye bilkul pasand nhi aaya 😡,negative
ye bilkul pasand nhi aaya bhai,negative
koi reply karega? bro,neutral
love you guys ❤️ bro,positive
acha theek 😂,neutral
bhai tu hadd karta hai 🤦,negative
tu kidhar hai? 🤦,neutral
ye kya bakwaas hai,negative
haan theek hai 😂,neutral
bht gussa aa raha yaar,negative
bhot badhiya! 😡,positive
superb explanation bhai!,positive
chillana band kar,negative
amazing experience!,positive
koi reply karega? bhai,neutral
koi reply karega? yaar,neutral
aaj mood bht accha hai 😊 bhai,positive
superb explanation bhai! 🤦,positive
bhai tu hadd karta hai yaar,negative
haan theek hai bro,neutral
thanks yaar!,positive
love you guys ❤️ 😡,positive
bhot irritating ho yaar 🤦,negative
mujhe notes bhejna bhai,neutral
fir dekhte hain yaar,neutral
bht gussa aa raha,negative
mujhe notes bhejna bhai,neutral
ye kya bakwaas hai,negative
ye bilkul pasand nhi aaya 😂,negative
class kab start hogi? yaar,neutral
faltu baatein mt kar,negative
mujhe notes bhejna bhai,neutral
haan theek hai bhai,neutral
mujhe notes bhejna 😂,neutral
tu kidhar hai? 🤦,neutral
bhai tu hadd karta hai 😭,negative
tu kidhar hai? 🤦,neutral
mast bro proud of you! bro,positive
bhot irritating ho yaar 🤦,negative
kal milte hain bhai? 😭,neutral
ye bilkul pasand nhi aaya yaar,negative
ok done yaar,neutral
mujhe notes bhejna,neutral
mast bro proud of you! bro,positive
bahut bekaar scene tha yaar,negative
haan theek hai bhai,neutral
bhai awesome kaam kiya! yaar,positive
ok done yaar,neutral
aaj mood bht accha hai 😊 yaar,positive
mujhe notes bhejna yaar,neutral
ok done 😭,neutral
ye bilkul pasand nhi aaya yaar,negative
tu sabse best hai yaar 😭,positive
faltu baatein mt kar,negative
bhai tu hadd karta hai bhai,negative
bhai tu hadd karta hai 😭,negative
ye bilkul pasand nhi aaya 😂,negative
aaj mood bht accha hai 😊 🤦,positive
bht gussa aa raha 😭,negative
amazing experience! 😭,positive
mast bro proud of you! bhai,positive
bhai tu hadd karta hai bro,negative
bhai tu hadd karta hai,negative
faltu baatein mt kar 😂,negative
mazaq mat udao 😡,negative
koi reply karega? 😂,neutral
class kab start hogi? 😂,neutral
thanks yaar! bhai,positive
haan theek hai 😭,neutral
bhai tu hadd karta hai yaar,negative
haan theek hai bro,neutral
bhot badhiya!,positive
love you guys ❤️ 😂,positive
acha theek 🤦,neutral
chillana band kar 😭,negative
bht gussa aa raha 😂,negative
bhot badhiya! 😭,positive
bht gussa aa raha 🤦,negative
bahut bekaar scene tha bro,negative
bht gussa aa raha bro,negative
bht gussa aa raha yaar,negative
tu sabse best hai yaar bro,positive
hmm sahi bro,neutral
bhai tu hadd karta hai 😂,negative
faltu baatein mt kar 🤦,negative
class kab start hogi? 🤦,neutral
haan theek hai 😡,neutral
ye bilkul pasand nhi aaya 🤦,negative
bht gussa aa raha 😂,negative
koi reply karega? yaar,neutral
kal milte hain bhai? bhai,neutral
bhai awesome kaam kiya! 😭,positive
kal milte hain bhai? 😂,neutral
love you guys ❤️ bro,positive
thanks yaar! 😭,positive
bhai tu hadd karta hai 😂,negative
ye kya bakwaas hai 😂,negative
haan theek hai bhai,neutral
mujhe notes bhejna 😭,neutral
bhai tu hadd karta hai 😡,negative
hmm sahi 🤦,neutral
tu sabse best hai yaar 😂,positive
thanks yaar! yaar,positive
ye kya bakwaas hai 😭,negative
kal milte hain bhai? 😭,neutral
chillana band kar 😭,negative
tu kidhar hai?,neutral
hmm sahi bhai,neutral
love you guys ❤️,positive
haan theek hai bro,neutral
bhot irritating ho yaar bhai,negative
kal milte hain bhai? 🤦,neutral
aaj mood bht accha hai 😊 😡,positive
bahut bekaar scene tha 😡,negative
tu kidhar hai? 😭,neutral
amazing experience! 😂,positive
bhai awesome kaam kiya! 🤦,positive
bhai tu hadd karta hai,negative
bhot badhiya! 😂,positive
bhot badhiya! yaar,positive
